Incident_ID,City,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Traffic_Volume,Road_Lighting,Speed_Limit
MMTI-2025-19549,Mandaluyong,Jeepney,Rear-end,Risk Level 3,Clear,42.0,Male,0,,Moderate,Lit,40 km/h
MMTI-2025-03794,,Motorcycle,Rear-end,,Clear,41.0,Male,0,18606.49,Moderate,Poorly-Lit,60 kph
MMTI-2025-10254,Pasig,,Rear-end,2,Clear,17.0,Male,0,17659.92,Heavy,Poorly-Lit,80
MMTI-2025-22510,Paranaque,Motorcycle,Rear-end,3,Clear,42.0,Male,0,101175.82,Moderate,Well-Lit,60
MMTI-2025-23550,,Car,Side-swipe,Risk Level 3,Rain,44.0,Male,0,58484.63,Light,Well-Lit,40
MMTI-2025-13415,Las Pinas,Car,Head-on,3.0,Clear,45.0,Female,0,83947.52,Light,Poorly-Lit,100
MMTI-2025-07440,Paranaque,Jeepney,Side-swipe,3.0,Clear,38.0,Male,0,117643.77,Heavy,Well-Lit,60
MMTI-2025-23246,Marikina,Truck,Head-on,3,Rain,33.0,Male,0,,Heavy,Poorly-Lit,60
MMTI-2025-12272,Quezon,Motorcycle,Hit and Run,3,Rainy,47.0,Male,0,1178039.19,Heavy,Well-Lit,60
MMTI-2025-01115,Marikina,Car,Hit and Run,3.0,Clear,36.0,Male,0,65758.97,Heavy,Well-Lit,60
MMTI-2025-06181,Las Pinas,Motorcycle,Hit and Run,3,Clear,35.0,Female,0,84180.38,Moderate,Well-Lit,100
MMTI-2025-14385,Las Pinas,Motorcycle,Rear-end,Risk Level 3,Clear,45.0,Male,0,92787.43,Heavy,POOR,40
MMTI-2025-03973,Quezon,Car,Side-swipe,Risk Level 3,Rainy,17.0,Male,0,869.0k,Light,Well-Lit,30
MMTI-2025-18653,Makati,Truck,Hit and Run,Risk Level 3,Cloudy,43.0,Male,0,217580.79,Moderate,Well-Lit,40
MMTI-2025-08725,Paranaque,Motorcycle,Head-on,Risk Level 3,Clear,50.0,Male,0,102470.58,Heavy,Well-Lit,60 km/h
MMTI-2025-08403,MANILA ,Motorcycle,Hit and Run,3.0,,45.0,Male,0,64650.06,Heavy,Poorly-Lit,60
MMTI-2025-02927,Valenzuela,,Head-on,2,Clear,46.0,Male,0,63.3k,Heavy,Well-Lit,40
MMTI-2025-06890,Mandaluyong,,Rear-end,3.0,Clear,49.0,Male,0,,Moderate,Poorly-Lit,80 km/h
MMTI-2025-18343,Taguig,Motorcycle,Hit and Run,Risk Level 3,Clear,27.0,Male,0,,Heavy,Well-Lit,40 km/h
MMTI-2025-15786,Muntinlupa,Car,Head-on,3,Clear,51.0,M,0,53664.93,Heavy,Well-Lit,40
MMTI-2025-01676,Taguig,SUV/Van,Side-swipe,3.0,Cloudy,38.0,Male,0,289349.37,Moderate,Well-Lit,30
MMTI-2025-09804,,Car,Rear-end,3.0,Cloudy,39.0,Male,0,265587.78,MODERATE,Poorly-Lit,30
MMTI-2025-08716,Manila,Car,Hit and Run,3.0,Rain,17.0,Female,0,172975.75,,Lit,60
MMTI-2025-11438,,SUV/Van,Side-swipe,Risk Level 3,Clear,25.0,Male,0,103653.97,Heavy,Well-Lit,60 kph
MMTI-2025-21686,Makati,SUV/Van,Hit and Run,3,Clear,32.0,Male,0,,Moderate,Poorly-Lit,30
MMTI-2025-18168,Manila,,Hit and Run,3,Rain,44.0,Male,0,84940.47,Heavy,Well-Lit,40
MMTI-2025-20139,Taguig,Car,Side-swipe,3,Cloudy,45.0,Female,0,"PHP 304,879.90",Heavy,Poorly-Lit,60 km/h
MMTI-2025-08957,Quezon,Motorcycle,Side-swipe,Risk Level 3,Rain,,Male,0,36156.24,Moderate,Poorly-Lit,80 kph
MMTI-2025-00229,Quezon,Car,Rear-end,4.0,Rainy,26.0,Male,3,762.8k,Light,Well-Lit,60
MMTI-2025-06969,Quezon,Motorcycle,Head-on,9.0,Cloudy,59.0,Female,1,543524.26,Moderate,Well-Lit,60
MMTI-2025-23262,Las Pinas,Motorcycle,Rear-end,,Clear,21.0,Male,0,4858.16,Heavy,well lit,60 km/h
MMTI-2025-17081,Paranaque,Car,Head-on,6.0,Clear,34.0,Male,1,104489.58,Heavy,Well-Lit,80
MMTI-2025-09251,Makati,Truck,Hit and Run,3.0,,52.0,Female,0,1456783.15,Heavy,No Lights,60 km/h
MMTI-2025-03341,Quezon,Jeepney,Hit and Run,3.0,Rainy,38.0,Male,0,789341.17,Light,Well-Lit,80 km/h
MMTI-2025-11386,,Bus,Head-on,3,Clear,21.0,Female,0,"PHP 762,068.47",Heavy,Lit,60
MMTI-2025-05338,Quezon,Motorcycle,Hit and Run,3,Cloudy,45.0,Male,0,478009.29,Moderate,Poorly-Lit,60
MMTI-2025-15397,Marikina,Motorcycle,Head-on,Risk Level 3,Clear,44.0,Male,0,"PHP 62,980.69",Heavy,Poorly-Lit,60
MMTI-2025-16181,Quezon,Motorcycle,Rear-end,2,Cloudy,18.0,Male,0,493818.07,Heavy,Well-Lit,60
MMTI-2025-02140,Taguig,Motorcycle,Side-swipe,Risk Level 3,Cloudy,52.0,Female,0,"PHP 336,327.38",Moderate,Well-Lit,80 km/h
MMTI-2025-05703,Quezon,Motorcycle,Hit and Run,3,Cloudy,51.0,Male,0,619522.55,HEAVY,Well-Lit,60
MMTI-2025-05427,Quezon,Car,Hit and Run,3,Cloudy,37.0,male,0,500340.37,Heavy,Poorly-Lit,60
MMTI-2025-15297,Quezon,Motorcycle,Head-on,6,Rainy,48.0,Male,3,1447333.59,Heavy,Well-Lit,60
MMTI-2025-10135,MAKATI ,Car,Hit and Run,3,Rain,43.0,Female,0,143281.0,,Well-Lit,60 km/h
MMTI-2025-20882,,Motorcycle,Rear-end,Risk Level 3,Cloudy,45.0,Male,0,19663.89,Light,Unlit,40
MMTI-2025-06905,Makati,Bus,Head-on,3,Cloudy,,male,0,355499.82,Heavy,Well-Lit,60 km/h
MMTI-2025-11740,Quezon,Truck,Rear-end,3,Cloudy,19.0,Male,0,470068.65,Heavy,Well-Lit,60
MMTI-2025-07120,Makati,Car,Head-on,3,Cloudy,46.0,Female,0,235607.72,Heavy,Poorly-Lit,40 km/h
MMTI-2025-00078,,Car,Head-on,3,Clear,43.0,Female,0,241322.04,Heavy,Well-Lit,60 km/h
MMTI-2025-15650,MANILA ,SUV/Van,Head-on,2,Cloudy,20.0,Male,0,,Moderate,Well-Lit,40
MMTI-2025-16290,Pasig,Motorcycle,Rear-end,3,Clear,29.0,Male,0,143838.57,Heavy,well lit,30
MMTI-2025-11610,Quezon,Car,Rear-end,1,Cloudy,50.0,Male,0,534513.36,Moderate,Well-Lit,60
MMTI-2025-00488,Quezon,Car,Rear-end,3,Cloudy,38.0,Female,0,531.7k,Heavy,dark,60
MMTI-2025-07915,Las Pinas,Motorcycle,Rear-end,3,Clear,41.0,Male,0,88587.25,Heavy,well lit,60
MMTI-2025-02686, marikina,Truck,Rear-end,3,Rain,45.0,Male,0,,,Unlit,40
MMTI-2025-05005,Quezon,Car,Side-swipe,4,Rainy,24.0,Male,1,897343.31,Moderate,Well-Lit,40
MMTI-2025-22968,Quezon,Motorcycle,Hit and Run,2,Stormy,40.0,Female,0,77777777,Moderate,Poorly-Lit,60
MMTI-2025-16569,PATEROS ,SUV/Van,Head-on,3,Storm,23.0,Male,0,396116.0,,Poorly-Lit,60 km/h
MMTI-2025-04330,Manila,Car,Side-swipe,3,Cloudy,53.0,female ,0,167141.98,Heavy,Poorly-Lit,60
MMTI-2025-12125, caloocan,SUV/Van,Side-swipe,3,Cloudy,43.0,Male,0,,Heavy,Well-Lit,40
MMTI-2025-08034,,Motorcycle,Head-on,Risk Level 3,Storm,35.0,Male,0,38911.22,Moderate,dark,80
MMTI-2025-02508,Mandaluyong,,Hit and Run,,Clear,30.0,Male,0,,Light,Well-Lit,40 km/h
MMTI-2025-12216,,Truck,Hit and Run,,Clear,17.0,Male,0,351364.98,Moderate,Well-Lit,30
MMTI-2025-01649,Quezon,Truck,Head-on,Risk Level 6,Stormy,34.0,Female,4,3850438.58,Moderate,well lit,40
MMTI-2025-14032,QUEZON ,Bus,Side-swipe,Risk Level 3,Rain,42.0,Male,0,974.8k,,Poorly-Lit,60
MMTI-2025-14674,Quezon,Car,Side-swipe,3,Rainy,31.0,Male,0,769851.58,HEAVY,Unlit,60
MMTI-2025-16911,Quezon,Motorcycle,Side-swipe,3.0,Cloudy,37.0,Male,0,"PHP 357,753.29",Moderate,POOR,80
MMTI-2025-16785,Manila,Bus,Side-swipe,3.0,,19.0,Male,0,1067986.98,,Poorly-Lit,40
MMTI-2025-10092,Quezon,,Side-swipe,3,Storm,32.0,Male,0,157366.82,Heavy,Poorly-Lit,60 kph
MMTI-2025-19196,,Car,Rear-end,3,Clear,28.0,Male,0,127435.67,Heavy,Well-Lit,60
MMTI-2025-05063,Pasay,Motorcycle,Head-on,3,Clear,36.0,Female,0,48901.62,Heavy,well lit,30
MMTI-2025-13823,Manila,Jeepney,Hit and Run,3,Rain,47.0,Female,0,87830.13,,Poorly-Lit,60
MMTI-2025-08908,Quezon,Car,Rear-end,3.0,Rainy,50.0,Female,0,1146377.63,Heavy,Unlit,100
MMTI-2025-21806,Quezon,Motorcycle,Rear-end,6,Rainy,43.0,Female,2,1200420.17,Heavy,Well-Lit,60
MMTI-2025-17054,,SUV/Van,Head-on,3.0,Rain,20.0,Female,0,132449.47,Heavy,Well-Lit,40
MMTI-2025-14115, caloocan,Bus,Side-swipe,2,Clear,46.0,Female,0,121785.4,,Well-Lit,40 km/h
MMTI-2025-09741,Manila,Truck,Hit and Run,,Cloudy,35.0,Male,4,445712.94,Moderate,Well-Lit,60 km/h
MMTI-2025-04986,Las Pinas,Motorcycle,Head-on,Risk Level 3,Clear,34.0,Male,0,88641.38,Heavy,Well-Lit,60
MMTI-2025-22645,,Car,Side-swipe,3,Clear,37.0,Male,0,151.9k,Moderate,Poorly-Lit,60
MMTI-2025-05559,Taguig,Motorcycle,Head-on,1.0,Cloudy,43.0,Female,0,309486.92,Moderate,Well-Lit,60 km/h
MMTI-2025-20274,Quezon,Motorcycle,Side-swipe,Risk Level 3,Rainy,44.0,Male,0,1192203.74,Heavy,Poorly-Lit,100
MMTI-2025-19729,,Car,Hit and Run,2.0,Rain,42.0,Male,0,65942.14,Light,dark,30
MMTI-2025-09436,San Juan,Bus,Hit and Run,Risk Level 6,Clear,36.0,Male,3,2627425.76,,Well-Lit,60
MMTI-2025-15874,Paranaque,,Side-swipe,3.0,Clear,34.0,Female,0,75460.88,Heavy,Poorly-Lit,60
MMTI-2025-18393,Makati,Car,Hit and Run,4.0,Cloudy,43.0,Male,3,213059.14,Moderate,Unlit,60
MMTI-2025-05737,Taguig,Jeepney,Head-on,4,Cloudy,17.0,Female,2,285640.53,Moderate,Well-Lit,60
MMTI-2025-02240,Pasig,Car,Side-swipe,Risk Level 3,Clear,28.0,Female,0,125636.77,Heavy,Well-Lit,60
MMTI-2025-11526,Pasig,Motorcycle,Rear-end,3,Clear,41.0,Male,0,"PHP 141,268.43",Heavy,Well-Lit,60
MMTI-2025-15299,Paranaque,Motorcycle,Hit and Run,3,Clear,32.0,Male,0,107851.09,Heavy,Well-Lit,40 km/h
MMTI-2025-22558,Quezon,SUV/Van,Hit and Run,6,Stormy,34.0,Male,4,2018.9k,Heavy,Well-Lit,100
MMTI-2025-11266,Makati,Car,Side-swipe,3.0,Cloudy,50.0,Male,0,242633.81,Heavy,Well-Lit,60
MMTI-2025-00289,Paranaque,Motorcycle,Hit and Run,6.0,Clear,39.0,Male,3,102030.93,Heavy,Poorly-Lit,60 km/h
MMTI-2025-05243,Makati,Truck,Head-on,2,,44.0,M,0,"PHP 472,764.84",Moderate,Well-Lit,60
MMTI-2025-12300,Quezon,SUV/Van,Side-swipe,3,Cloudy,33.0,Male,0,448586.12,Heavy,Well-Lit,40
MMTI-2025-00403,Paranaque,Car,Rear-end,Risk Level 3,Clear,24.0,Male,0,116149.37,Heavy,Poorly-Lit,80
MMTI-2025-09041,Marikina,Car,Rear-end,3,Rain,,Male,0,"PHP 215,673.42",Heavy,Well-Lit,40
MMTI-2025-03644,Quezon,Bus,Rear-end,Risk Level 3,Clear,,Male,0,870210.09,Heavy,No Lights,60
MMTI-2025-10535,Pasig,SUV/Van,Rear-end,3,Clear,17.0,Unknown,0,133196.15,HEAVY,Well-Lit,80
MMTI-2025-11812,Quezon,Motorcycle,Head-on,3,Rainy,31.0,Unknown,0,682.4k,Heavy,Well-Lit,60
MMTI-2025-08402,Pasay,Car,Hit and Run,6.0,Clear,20.0,Male,1,46424.24,Heavy,Poorly-Lit,30
MMTI-2025-18213,Quezon,Car,Head-on,3.0,Rainy,41.0,Male,0,1108844.59,Light,Well-Lit,60
MMTI-2025-19318,Makati,Car,Rear-end,3,Cloudy,36.0,Male,0,238070.14,Heavy,well lit,60
MMTI-2025-11730,MAKATI ,Bus,Rear-end,Risk Level 6,Cloudy,43.0,Female,4,3202632.57,,Poorly-Lit,40
MMTI-2025-11216,,Motorcycle,Rear-end,3,Rain,46.0,M,0,"PHP 40,086.84",,Well-Lit,60
MMTI-2025-09943,Caloocan,Car,Side-swipe,,Clear,44.0,Female,0,84952.15,Heavy,Well-Lit,60 kph
MMTI-2025-08254,Quezon,Car,Side-swipe,Risk Level 6,Stormy,49.0,Female,3,3707452.84,Moderate,Well-Lit,60
MMTI-2025-07872,,SUV/Van,Hit and Run,3,,25.0,Male,0,,Heavy,Well-Lit,80
MMTI-2025-22494,Quezon,SUV/Van,Head-on,3,Cloudy,30.0,Unknown,0,354788.62,Heavy,POOR,80 km/h
MMTI-2025-15729,Makati,Motorcycle,Hit and Run,3,,46.0,Male,0,30403.5,Heavy,Poorly-Lit,60
MMTI-2025-12048,Manila,Car,Head-on,Risk Level 3,,28.0,Male,0,"PHP 67,285.75",Heavy,Poorly-Lit,80
MMTI-2025-01861,Mandaluyong,Car,Head-on,3,Clear,38.0,Male,0,77410.46,Heavy,Lit,60 km/h
MMTI-2025-13896,,Bus,Side-swipe,3.0,Clear,55.0,Female,0,188214.98,Light,Poorly-Lit,30
MMTI-2025-07298,Quezon,Car,Head-on,6,Cloudy,22.0,Male,3,617161.28,Heavy,Poorly-Lit,60 km/h
MMTI-2025-05270,Quezon,,Side-swipe,3,Clear,33.0,Female,0,275504.68,Moderate,Well-Lit,100
MMTI-2025-02171,Quezon,Car,Rear-end,3,Rainy,24.0,Female,0,1411968.95,Heavy,Well-Lit,40 km/h
MMTI-2025-03201,,Bus,Hit and Run,3.0,Clear,42.0,Male,0,375856.59,Heavy,Well-Lit,60 km/h
MMTI-2025-23265,Pasig,,Side-swipe,,Clear,17.0,Female,0,71.2k,Light,Well-Lit,60
MMTI-2025-01645,Mandaluyong,Motorcycle,Rear-end,Risk Level 3,Clear,17.0,Male,0,69408.64,Heavy,Lit,80
MMTI-2025-06353,Pasig,SUV/Van,Side-swipe,4.0,Clear,41.0,F,3,157176.07,Heavy,Unlit,60 km/h
MMTI-2025-23382,Quezon,Motorcycle,Hit and Run,3,Rainy,40.0,Male,0,1325567.99,Light,Well-Lit,60
MMTI-2025-02851, manila,,Head-on,3,Clear,48.0,Male,0,231429.26,Moderate,Poorly-Lit,30
MMTI-2025-11214,Marikina,Motorcycle,Side-swipe,Risk Level 3,Clear,39.0,female ,0,57930.07,Moderate,Poorly-Lit,60
MMTI-2025-23221,Pasay,Truck,Rear-end,3,Clear,17.0,Female,0,47178.47,HEAVY,Unlit,60
MMTI-2025-20251,Paranaque,,Head-on,1,Cloudy,57.0,Male,0,"PHP 18,944.27",Light,well lit,80 km/h
MMTI-2025-00766,PASAY ,Jeepney,Side-swipe,,Storm,43.0,Male,0,7178.05,Heavy,Well-Lit,40
MMTI-2025-16606,Muntinlupa,Car,Head-on,3.0,Cloudy,31.0,Male,0,,Heavy,Well-Lit,100
MMTI-2025-01408,,,Head-on,3.0,Clear,17.0,Female,0,"PHP 66,842.90",Heavy,Well-Lit,40
MMTI-2025-22575,Quezon,Jeepney,Hit and Run,,Clear,44.0,Female,0,-500,Heavy,Well-Lit,60 km/h
MMTI-2025-13013,Paranaque,Truck,Head-on,1,Clear,31.0,Male,0,122290.29,Light,Poorly-Lit,60 km/h
MMTI-2025-19082,Quezon,Car,Rear-end,3,Stormy,42.0,Female,0,2147535.31,Heavy,POOR,40
MMTI-2025-14629,,,Hit and Run,3,Clear,35.0,F,0,187298.71,Heavy,Well-Lit,40
MMTI-2025-05474,Pasig,,Head-on,2,Cloudy,43.0,Male,0,43545.69,Moderate,Lit,80 kph
MMTI-2025-20438,Makati,Car,Hit and Run,3,Cloudy,46.0,M,0,"PHP 244,341.96",Heavy,Poorly-Lit,60
MMTI-2025-13600,Makati,Motorcycle,Hit and Run,3,Clear,,Female,0,"PHP 35,138.45",Heavy,Well-Lit,60 kph
MMTI-2025-15844,Marikina,Motorcycle,Hit and Run,3,Clear,41.0,Male,0,65956.19,Heavy,Well-Lit,30
MMTI-2025-18610,Makati,,Head-on,3,Rain,33.0,Male,0,60046.41,Moderate,Well-Lit,60
MMTI-2025-22419,Manila,Car,Head-on,3.0,Cloudy,28.0,Male,0,"PHP 170,839.37",Moderate,well lit,60
MMTI-2025-02726,Makati,Car,Side-swipe,6,Clear,47.0,Female,1,,,Poorly-Lit,100
MMTI-2025-01433,Quezon,Car,Hit and Run,Risk Level 6,Stormy,17.0,Male,2,77777777,Heavy,Well-Lit,60 km/h
MMTI-2025-09019,Quezon,SUV/Van,Side-swipe,3.0,Rainy,47.0,Male,0,750901.47,Moderate,Well-Lit,80 kph
MMTI-2025-19056,Manila,Car,Side-swipe,3.0,Cloudy,29.0,F,0,165819.51,Heavy,Poorly-Lit,40
MMTI-2025-16864,Quezon,Car,Head-on,6,Stormy,53.0,Male,1,2043509.89,Heavy,Well-Lit,80 kph
MMTI-2025-08020,Manila,Bus,Side-swipe,3.0,,30.0,Male,0,196602.13,HEAVY,Poorly-Lit,40
MMTI-2025-19528,Paranaque,Truck,Side-swipe,3,Clear,28.0,Female,0,123147.81,Moderate,Well-Lit,40
MMTI-2025-07562,Pasay,Truck,Head-on,3,Clear,42.0,Male,0,45606.02,Heavy,Poorly-Lit,80
MMTI-2025-05330,,SUV/Van,Hit and Run,3,Clear,38.0,Male,0,265913.99,Heavy,Well-Lit,60
MMTI-2025-01064,Quezon,Truck,Side-swipe,3.0,Cloudy,37.0,female ,0,595702.98,Heavy,well lit,40
MMTI-2025-09409,Manila,Truck,Rear-end,,Clear,41.0,Male,0,148159.31,Heavy,Well-Lit,40 km/h
MMTI-2025-16101,Manila,,Hit and Run,6,Cloudy,51.0,Male,3,,Heavy,Poorly-Lit,40
MMTI-2025-11582,Quezon,,Hit and Run,Risk Level 3,Clear,31.0,Male,0,232670.87,Heavy,Well-Lit,80 km/h
MMTI-2025-22176,,Bus,Rear-end,2,Clear,40.0,Male,0,115541.77,Heavy,Well-Lit,100
MMTI-2025-13180,Las Pinas,Motorcycle,Head-on,,Cloudy,41.0,Male,0,9587.28,Heavy,Well-Lit,60
MMTI-2025-09127,Quezon,Car,Side-swipe,3.0,Cloudy,31.0,Male,0,531034.91,Heavy,Poorly-Lit,60
MMTI-2025-12710,Quezon,Jeepney,Rear-end,3,,40.0,Male,0,84269.93,Moderate,Poorly-Lit,80
MMTI-2025-01740, quezon ,Motorcycle,Hit and Run,Risk Level 3,Rain,35.0,Male,0,,Heavy,Poorly-Lit,80
MMTI-2025-17514,Quezon,Car,Side-swipe,3.0,Rainy,36.0,Male,0,777911.5,Heavy,No Lights,30
MMTI-2025-13279,,Bus,Rear-end,Risk Level 1,Clear,31.0,Male,0,"PHP 230,233.51",Moderate,Unlit,40
MMTI-2025-04344,Quezon,Car,Rear-end,6.0,Stormy,44.0,Male,4,2045166.87,Moderate,Poorly-Lit,60
MMTI-2025-16707,Quezon,,Hit and Run,3,Clear,55.0,female ,0,318323.68,Heavy,No Lights,40
MMTI-2025-13745,Quezon,Car,Head-on,6,Cloudy,34.0,Male,4,389446.57,Moderate,Poorly-Lit,60
MMTI-2025-04194,Makati,Car,Side-swipe,3.0,Cloudy,46.0,Male,0,225.4k,Moderate,Well-Lit,80
MMTI-2025-21335,Paranaque,SUV/Van,Hit and Run,3.0,Clear,37.0,Male,0,,Heavy,Well-Lit,60 km/h
MMTI-2025-17643,Pasig,SUV/Van,Hit and Run,2,,21.0,Male,0,,Heavy,dark,60 km/h
MMTI-2025-18454,Las Pinas,Jeepney,Rear-end,Risk Level 3,,32.0,Male,0,32931.92,Heavy,Poorly-Lit,60
MMTI-2025-08820,Quezon,,Head-on,3,Rain,34.0,male,0,164.7k,HEAVY,Unlit,60
MMTI-2025-08280,Quezon,Motorcycle,Side-swipe,6,Stormy,41.0,Male,1,1784684.55,Light,Well-Lit,60
MMTI-2025-01629,Manila,,Rear-end,3.0,Clear,34.0,Female,0,95905.54,Heavy,Well-Lit,40
MMTI-2025-18011,Pasig,,Side-swipe,6,Rain,23.0,Female,1,284648.12,,Poorly-Lit,60 kph
MMTI-2025-05550,Quezon,Motorcycle,Side-swipe,3,Rainy,24.0,Male,0,1147198.02,Heavy,Well-Lit,30
MMTI-2025-20657,Marikina,SUV/Van,Side-swipe,3.0,,42.0,Male,0,252524.81,Moderate,Poorly-Lit,60
MMTI-2025-20703,Manila,,Hit and Run,2,Cloudy,50.0,Male,0,83947.42,Heavy,POOR,80
MMTI-2025-11786,Manila,Car,Hit and Run,2,Cloudy,34.0,Male,0,179754.24,Light,Well-Lit,80 km/h
MMTI-2025-13310,Quezon,Car,Head-on,6,Rainy,48.0,Male,2,956502.95,Heavy,Well-Lit,80
MMTI-2025-15530, manila,Jeepney,Hit and Run,3,,20.0,Female,0,22843.09,Moderate,Well-Lit,80
MMTI-2025-04541,Taguig,Car,Hit and Run,3.0,Cloudy,38.0,Male,0,284101.09,Heavy,Well-Lit,80
MMTI-2025-05351,Manila,Car,Rear-end,3,Cloudy,21.0,Male,0,184243.46,Heavy,Well-Lit,60 km/h
MMTI-2025-13668,Taguig,SUV/Van,Side-swipe,Risk Level 3,Cloudy,32.0,Male,0,291717.14,HEAVY,Well-Lit,60 kph
MMTI-2025-20168,Muntinlupa,Car,Head-on,4.0,Clear,43.0,M,2,51311.96,Moderate,Poorly-Lit,60
MMTI-2025-12463,Quezon,Car,Side-swipe,Risk Level 3,Rainy,49.0,Male,0,816343.62,Heavy,Well-Lit,40
MMTI-2025-11922,Las Pinas,Car,Hit and Run,2,Clear,36.0,Male,0,83401.77,Moderate,Well-Lit,60
MMTI-2025-19443,Manila,Bus,Rear-end,,Cloudy,47.0,Female,0,239278.36,Moderate,Well-Lit,40 kph
MMTI-2025-00471,Paranaque,Car,Head-on,3,Clear,28.0,Male,0,113891.88,Heavy,Poorly-Lit,60
MMTI-2025-19750,Quezon,Motorcycle,Rear-end,3,Cloudy,41.0,Female,0,"PHP 437,681.17",Heavy,Poorly-Lit,60
MMTI-2025-04476,NAVOTAS ,Car,Head-on,3,,51.0,Male,0,119753.38,Light,Well-Lit,80 kph
MMTI-2025-02173,Manila,Bus,Side-swipe,Risk Level 3,Rain,36.0,Female,0,,Heavy,Well-Lit,100
MMTI-2025-19737,Pasig,Car,Rear-end,3.0,Clear,47.0,Male,0,138520.46,HEAVY,Poorly-Lit,60
MMTI-2025-14024,Taguig,Car,Side-swipe,3.0,Cloudy,45.0,Female,0,"PHP 307,130.25",Heavy,Poorly-Lit,30
MMTI-2025-18387,Quezon,Motorcycle,Head-on,3,Rainy,39.0,Male,0,929058.74,Moderate,Well-Lit,60
MMTI-2025-20941,Pasig,Truck,Hit and Run,Risk Level 3,Clear,44.0,Female,0,140008.87,Moderate,Poorly-Lit,60
MMTI-2025-09740,QUEZON ,Jeepney,Rear-end,,Clear,45.0,Male,0,27994.7,Heavy,Well-Lit,80
MMTI-2025-23286, makati,Bus,Hit and Run,3,,47.0,Male,0,371558.85,Heavy,Poorly-Lit,60 km/h
MMTI-2025-20171,Marikina,Motorcycle,Rear-end,3,Clear,24.0,Male,0,60657.37,Heavy,Well-Lit,60
MMTI-2025-02256,Mandaluyong,Car,Head-on,3.0,Clear,34.0,Female,0,78859.8,Heavy,Unlit,40
MMTI-2025-12080,Pasay,Car,Side-swipe,3.0,Clear,17.0,Male,0,49368.37,Heavy,Well-Lit,60
MMTI-2025-22728,Makati,Jeepney,Rear-end,3,Clear,32.0,F,0,,Heavy,Well-Lit,30 kph
MMTI-2025-10289,Mandaluyong,Motorcycle,Rear-end,3,Clear,58.0,Male,0,"PHP 77,471.04",Heavy,Well-Lit,60
MMTI-2025-21262,Quezon,Motorcycle,Side-swipe,3,Cloudy,45.0,Male,0,444.5k,Heavy,Unlit,80
MMTI-2025-09432,Quezon,Car,Hit and Run,Risk Level 3,Cloudy,17.0,Male,0,612853.04,Heavy,Well-Lit,60
MMTI-2025-06552,Valenzuela,Car,Side-swipe,,Cloudy,40.0,Male,0,85193.34,,dark,60
MMTI-2025-00673,Pasig,Car,Rear-end,3.0,Clear,55.0,Female,0,127006.81,Heavy,Well-Lit,30
MMTI-2025-10594,,SUV/Van,Rear-end,Risk Level 3,Rain,,Female,0,334574.57,Heavy,Well-Lit,40
MMTI-2025-02539,Paranaque,Car,Head-on,2,Clear,32.0,Female,0,71346.33,,Poorly-Lit,60
MMTI-2025-10908,Marikina,Car,Rear-end,Risk Level 3,Clear,47.0,Male,0,60277.28,Light,dark,60 km/h
MMTI-2025-03047,Paranaque,Truck,Head-on,2,Clear,40.0,Female,0,123334.97,Moderate,Well-Lit,60 kph
MMTI-2025-13649,Quezon,Jeepney,Rear-end,3.0,,30.0,Female,0,"PHP 80,307.46",Heavy,Unlit,30 km/h
MMTI-2025-17111,Las Pinas,Car,Head-on,3.0,,35.0,M,0,127568.28,Heavy,Well-Lit,40
MMTI-2025-18046,,Car,Hit and Run,Risk Level 2,,40.0,Male,0,54231.16,MODERATE,Well-Lit,30 km/h
MMTI-2025-17099,Pasig,Motorcycle,Head-on,3,Clear,37.0,Unknown,0,158235.0,Heavy,Poorly-Lit,30
MMTI-2025-17886,Quezon,Car,Rear-end,4.0,Rainy,38.0,female ,1,1170985.47,Heavy,Poorly-Lit,60
MMTI-2025-20386,Muntinlupa,Bus,Hit and Run,,Clear,27.0,M,0,77844.95,Moderate,Unlit,80
MMTI-2025-10761,Quezon,Motorcycle,Side-swipe,3,Rainy,33.0,Male,0,1024008.52,Light,Unlit,60 kph
MMTI-2025-06023,Makati,Car,Hit and Run,3,Cloudy,27.0,Male,0,245062.03,Heavy,Well-Lit,60
MMTI-2025-09167, mandaluyong,SUV/Van,Hit and Run,3,Rain,42.0,Female,0,114850.31,,No Lights,80
MMTI-2025-18427,Manila,Jeepney,Rear-end,2,Clear,28.0,Male,0,10601.7,,Poorly-Lit,80
MMTI-2025-01609,Las Pinas,Jeepney,Head-on,3.0,Clear,51.0,Male,0,,HEAVY,Well-Lit,40
MMTI-2025-01029,Quezon,Jeepney,Head-on,Risk Level 3,Clear,33.0,F,0,56577.77,,Well-Lit,30
MMTI-2025-16070,,Bus,Side-swipe,2,Rain,41.0,Unknown,0,"PHP 435,037.09",Light,Well-Lit,100
MMTI-2025-12266,Quezon,Car,Hit and Run,6,Rainy,28.0,F,2,1470312.72,Heavy,Unlit,100
MMTI-2025-22392,Pasig,,Head-on,3.0,Clear,28.0,Male,0,269.5k,Heavy,Well-Lit,40 kph
MMTI-2025-20034,Quezon,Car,Head-on,2,Cloudy,31.0,Male,0,409730.39,MODERATE,Poorly-Lit,60
MMTI-2025-17340,Makati,SUV/Van,Rear-end,Risk Level 3,Cloudy,38.0,Male,0,,Heavy,dark,60
